id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating
43415299,CENTRALLY-LOCATED + WELL-DECORATED + SOLAR-POWERED!,345980734,Darius,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9104,-77.01554,Entire home/apt,115,2,79,9/9/2021,4.84,1,36,53,,4.9
43432062,Sojourn The 13th Street Flats,39930655,Team,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91637,-77.02838,Entire home/apt,176,3,23,9/10/2021,2.36,147,329,23,,4.96
43438545,"Airy Dupont Circle 2BR nr. U Street, Metro & Glen’s Mkt, by Blueground",107434423,Blueground,,"Dupont Circle, Connecticut Avenue/K Street",38.9159,-77.04231,Entire home/apt,183,30,0,,,133,124,0,,
43440154,3 bedroom 4 bathroom house in Washington DC.,120873899,Kuntcheramen,,"Capitol View, Marshall Heights, Benning Heights",38.88568,-76.92091,Entire home/apt,150,30,0,,,1,74,0,,
43441608,Foggy Bottom Private Studio Apartment,249704855,Linda,,"West End, Foggy Bottom, GWU",38.90316,-77.05337,Entire home/apt,76,3,21,8/31/2021,5.94,4,20,12,,4.67
43468308,One-bedroom English basement near H Street,21558130,Greg,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90323,-76.98614,Entire home/apt,90,2,18,9/5/2021,1.2,1,53,13,,4.89
43474809,Neat DC Studio,346644486,John Eric,,"North Michigan Park, Michigan Park, University Heights",38.95102,-76.99704,Entire home/apt,49,28,8,8/29/2021,0.53,1,0,3,,5
43476241,Fort House On The Hill,346661704,Kevin,,"Capitol View, Marshall Heights, Benning Heights",38.88207,-76.94121,Entire home/apt,155,3,62,8/30/2021,46.5,1,138,54,,4.74
43478560,Sojourn a Sunny West End 1 Bedroom,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.90898,-77.04707,Entire home/apt,138,2,59,8/28/2021,19.89,147,286,42,,4.76
43479699,Capitol Hill Cool Pad,346713306,Cecilia,,"Capitol Hill, Lincoln Park",38.89079,-76.99404,Entire home/apt,92,1,60,8/30/2021,3.89,1,108,42,,4.77
43479886,Capitol View One-bedroom suite with Kitchenette!,18896296,Laura,,"River Terrace, Benning, Greenway, Dupont Park",38.89028,-76.94958,Entire home/apt,45,5,2,7/1/2020,0.13,1,166,0,,3.5
43481170,Charming Dupont Circle Apartment,61371355,Marwan,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04174,Entire home/apt,130,3,14,8/7/2021,1.01,1,0,12,,5
43489815,Garden level retreat - perfect for couples,3216286,Daniel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9238,-77.02572,Entire home/apt,122,2,114,9/13/2021,7.05,2,13,99,,4.89
43496551,Enjoy Stay at NoMa Neighborhood on New York Av NW,346901804,Abraham,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90606,-77.01204,Entire home/apt,600,1,15,8/30/2020,0.98,1,0,0,,4.53
43506374,Escape from the City in a Studio,347008743,Sydney,,"Brookland, Brentwood, Langdon",38.91901,-76.98165,Entire home/apt,40,1,6,6/23/2020,0.38,1,0,0,,4.83
43517424,H Street Corridor,92781477,Donna,,"Union Station, Stanton Park, Kingman Park",38.90039,-76.9877,Private room,55,3,1,9/8/2020,0.08,4,0,0,,5
43519930,Private Basement near Takoma Red Line Metro in DC,1330034,Daniel,,"Takoma, Brightwood, Manor Park",38.97845,-77.02264,Entire home/apt,74,1,4,12/19/2020,0.29,1,0,2,,5
43534310,3 flrs; roof deck w fireplace; great fall getaway,75487604,Kathryn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87528,-77.01149,Entire home/apt,289,3,37,9/5/2021,3.49,1,14,28,,4.95
43544281,♥ Convention Center/Downtown DC Row House + Metro,46582948,Huxley,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90622,-77.0098,Entire home/apt,156,3,9,8/22/2021,1.04,21,314,8,,4.78
43547467,4BR Family-Friendly and Close to Downtown!,18107537,Stefan,,"Friendship Heights, American University Park, Tenleytown",38.9507,-77.09054,Entire home/apt,350,3,2,8/21/2021,1.09,1,0,2,,5
43556184,Gorgeous Architectural Gem in Heart of Georgetown,62677982,Katelin,,"Georgetown, Burleith/Hillandale",38.90248,-77.06472,Entire home/apt,250,10,6,8/29/2021,1.51,1,32,5,,5
43564400,Dupont Circle studio full of light and convenience,27227887,Engin,,"Dupont Circle, Connecticut Avenue/K Street",38.9077,-77.04635,Entire home/apt,100,21,4,8/22/2021,1.71,2,45,4,,4.75
43569290,The Treetop Bungalow  - A Lush Washington Oasis,80553903,Victoria,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93557,-77.05387,Entire home/apt,296,3,12,6/28/2021,0.79,1,15,10,,4.58
43599969,Dupont Penthouse U Street Modern Oasis,11571143,Jason,,"Dupont Circle, Connecticut Avenue/K Street",38.91636,-77.04185,Entire home/apt,132,3,1,9/1/2020,0.08,1,320,0,,5
43605387,*Beautiful Bright and Airy Private One Bedroom Apt,113575273,Pj,,Historic Anacostia,38.86352,-76.98629,Entire home/apt,75,2,10,7/21/2021,0.69,1,245,6,,5
43609547,"Bright, spacious and centrally located apartment",28919350,Sue,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91627,-77.01036,Entire home/apt,99,4,14,9/6/2021,1.01,1,342,10,,4.86
43609872,Perfectly Located 2-BR Basement Suite,2583216,Danielle & Erik,,"Brightwood Park, Crestwood, Petworth",38.94165,-77.03568,Private room,85,5,2,6/2/2020,0.13,1,365,0,,5
43641414,A place of your own | 1BR in Washington,359230893,Carolyn,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344,-77.01598,Entire home/apt,161,90,0,,,53,365,0,,
43641770,A place of your own | 2BR in Washington,359230893,Carolyn,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344,-77.01598,Entire home/apt,197,90,0,,,53,364,0,,
43641808,A place of your own | 2BR in Washington D.C.,359230893,Carolyn,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,Entire home/apt,191,90,0,,,53,365,0,,
43652954,✶ GORGEOUS HOME TUCKED AWAY IN GREENER PART OF TOWN ✶ TRANSIT-FRIENDLY !,348591875,Coles,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95571,-76.9929,Entire home/apt,198,2,73,9/11/2021,4.71,1,141,56,,4.95
43671169,citizenM New York Bowery,348780983,Pihliroe,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89553,-77.02188,Entire home/apt,70,1,0,,,1,0,0,,
43671314,Moxy NYC Chelsea,348781531,Juyl,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89689,-77.01091,Entire home/apt,58,1,0,,,1,0,0,,
43671315,"The Darcy Hotel, Washington DC",348781150,Tehoa,,"Brightwood Park, Crestwood, Petworth",38.95435,-77.02327,Entire home/apt,33,1,0,,,1,0,0,,
43671843,Embassy Suites Washington,348783997,Colutous,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89489,-77.02171,Entire home/apt,70,1,0,,,1,0,0,,
43676822,Studio A · DuPont Circle/Kalorama Luxury Apartment,269834634,The Residence Of Kalorama,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91405,-77.04683,Entire home/apt,85,1,54,8/31/2021,6.09,11,334,39,,4.63
43676824,Suite B · DuPont Circle/Kalorama Luxury Apartment,269834634,The Residence Of Kalorama,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91353,-77.04743,Entire home/apt,86,1,92,9/6/2021,24.64,11,325,71,,4.75
43676905,Suite C - DuPont Circle/Kalorama Luxury Apartment,269834634,The Residence Of Kalorama,,"Dupont Circle, Connecticut Avenue/K Street",38.91386,-77.046,Entire home/apt,110,1,21,9/6/2021,5.73,11,350,19,,4.57
43689658,Architectural Digest kitchen dining backyard grill,7196325,Jessica,,"Georgetown, Burleith/Hillandale",38.91143,-77.05443,Entire home/apt,200,1,8,5/7/2021,0.68,5,89,5,,4.63
43691143,Embassy Suites by Hilton Washington,348968175,Sumi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89642,-77.014,Entire home/apt,58,1,0,,,1,0,0,,
43703449,1 br basement apartment with convenience in DC,349110258,S.Abby,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86993,-76.98577,Entire home/apt,46,1,18,8/25/2021,4.54,1,330,16,,4.72
43723249,"Spacious Townhome, Ideal Location",273120162,Claudia,,"Union Station, Stanton Park, Kingman Park",38.90292,-77.00201,Entire home/apt,150,2,0,,,1,0,0,,
43729244,Charming 2 BR on H Street  Corridor + Free Parking,349251028,Anthony,,"Union Station, Stanton Park, Kingman Park",38.9016,-77.00402,Entire home/apt,135,1,82,8/29/2021,6.93,3,163,63,,4.29
43730156,Historic Bloomingdale• 2br/sleeps 6•Free Parking!,17970511,Jacob,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91432,-77.01039,Entire home/apt,130,3,42,8/22/2021,8.13,1,134,42,,4.93
43750294,"Yours Truly DC,  Premium Double Queen",268577141,Yours Truly,,"Dupont Circle, Connecticut Avenue/K Street",38.90441,-77.04668,Private room,313,1,7,8/1/2021,1.37,10,362,7,,4.71
43755799,A place of your own | 2BR in Washington,359230893,Carolyn,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,Entire home/apt,166,90,0,,,53,364,0,,
43757525,Great Comfortable Studio Apartment,81917199,Anthony,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9023,-77.01671,Entire home/apt,175,1,0,,,1,88,0,,
43764431,Cozy Dupont apartment for a perfect getaway!,19214127,David,,"Dupont Circle, Connecticut Avenue/K Street",38.90973,-77.04613,Entire home/apt,87,7,5,9/2/2020,0.39,6,0,0,,5
43767520,Spacious NE DC Retreat - Room for the Whole Family,5798600,Megan,,"Woodridge, Fort Lincoln, Gateway",38.93552,-76.97227,Entire home/apt,750,4,6,7/19/2021,1.12,2,29,5,,5
43767651,1 BR Platinum Suite/Walk to White House Nat'l Mall,176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.89995,-77.04038,Entire home/apt,169,1,4,9/11/2021,1.54,8,359,4,,5
43767660,2BR Platinum Suite/Walk to White House Nat'l Mall,176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.89921,-77.03931,Entire home/apt,235,1,10,7/5/2021,0.92,8,358,10,,5
43776553,Cute place in Petworth!,190502156,Katie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93208,-77.02199,Private room,160,2,1,7/5/2020,0.07,1,364,0,,5
43785004,Coco's Place,70709146,Carol,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91576,-77.00764,Entire home/apt,47,2,5,6/27/2020,0.33,1,0,0,,5
43804122,"Charming, quiet, 3 br house, 10 min walk to metro!",3750769,Andrew And Christina,,"Brookland, Brentwood, Langdon",38.93439,-76.99029,Entire home/apt,145,28,1,8/16/2020,0.08,1,0,0,,5
43817384,Cozy room near by Union Station & Capital Hill,348841325,Benjamas,,"Union Station, Stanton Park, Kingman Park",38.89647,-77.00061,Private room,110,1,38,9/5/2021,3.33,2,157,38,,4.89
43834631,Nice for a couple room,348841325,Benjamas,,"Union Station, Stanton Park, Kingman Park",38.89671,-77.00115,Private room,110,1,7,5/31/2021,0.83,2,75,7,,4.71
43842273,"Gorgeous Foggy Bottom 1BR w/ Gym, walk to GWU, Metro, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.89961,-77.04997,Entire home/apt,187,30,0,,,133,274,0,,
43848753,Stay in a place of your own | Studio in Washington,359230893,Carolyn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87604,-77.01457,Entire home/apt,137,90,0,,,53,365,0,,
43848758,Stay in a place of your own | 1BR in Washington,359230893,Carolyn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87604,-77.01457,Entire home/apt,155,90,0,,,53,365,0,,
43848761,Stay in a place of your own | 2BR in Washington,359230893,Carolyn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87604,-77.01457,Entire home/apt,182,90,0,,,53,365,0,,
43868902,Family Friendly Apartment in Historic Capitol Hill,183975299,Abigail,,"Capitol Hill, Lincoln Park",38.89024,-76.99929,Entire home/apt,119,2,43,9/12/2021,2.98,1,58,39,,4.98
43871504,Beautiful private unit in Petworth,24216204,Charles,,"Brightwood Park, Crestwood, Petworth",38.95168,-77.02327,Entire home/apt,95,3,19,9/6/2021,3.77,1,155,15,,4.74
43884836,New! Stylish 1BR in Heart of Capitol Hill W/Patio!,6320930,Sarah,,"Capitol Hill, Lincoln Park",38.8883,-76.99515,Entire home/apt,165,1,39,9/4/2021,4.12,1,179,39,,4.97
43888344,"Elegant Mount Vernon 1BR w/ Gym + 2 Pools near Chinatown, by Blueground",107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90034,-77.01665,Entire home/apt,145,30,1,1/24/2021,0.13,133,347,1,,4
43913437,2 BDRM Apt in Logan Circle near Convention Center,69203193,Leyla & Matt,,"Shaw, Logan Circle",38.90849,-77.02704,Entire home/apt,99,30,1,8/31/2020,0.08,32,270,0,,2
43923337,"Entire apartment, 3 bedrooms",44949993,Mike,,"Takoma, Brightwood, Manor Park",38.95707,-77.01332,Entire home/apt,89,3,8,8/16/2021,3.12,11,360,6,,4
43931329,"Beautiful and Modern Private Room, Near Everything",123528952,Daniel,,"River Terrace, Benning, Greenway, Dupont Park",38.88683,-76.94899,Private room,95,4,4,8/8/2021,1.08,2,31,4,,4.75
43939342,Comfortable & Spacious Studio in Great Location,6762981,Emily & Stuart,,"Brightwood Park, Crestwood, Petworth",38.93883,-77.02895,Entire home/apt,79,1,55,9/12/2021,8.01,1,208,54,,4.91
43944293,Stay in a place of your own | 1BR in Washington,359230893,Carolyn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87604,-77.01457,Entire home/apt,142,90,0,,,53,365,0,,
43950218,GWU Dreamer,44203219,Hayk,,"West End, Foggy Bottom, GWU",38.90377,-77.05093,Entire home/apt,78,1,85,9/2/2021,6.99,8,163,70,,4.74
43957570,"Arc The.Hotel, The.Deluxe Queen",266565827,Arc,,"West End, Foggy Bottom, GWU",38.8994,-77.05246,Private room,145,1,6,9/1/2021,0.42,7,39,3,,4.17
43982311,Cozy Capitol Hill Studio in Victorian Rowhouse,28998266,Ruth,,"Capitol Hill, Lincoln Park",38.88938,-77.00071,Entire home/apt,82,12,35,8/7/2021,3.1,1,122,29,,4.97
44004664,Charming Georgetown 3BR/3BA,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.91243,-77.06064,Entire home/apt,690,7,2,5/17/2021,0.46,49,314,2,,5
44018970,"Affordable, beautiful room in DC
female only",43039538,Gulay,,"River Terrace, Benning, Greenway, Dupont Park",38.8939,-76.9559,Private room,35,30,0,,,1,0,0,,
44027269,Furnished Logan Circle Room Close to Transport,294545484,June,,"Shaw, Logan Circle",38.91309,-77.03041,Private room,61,30,1,7/17/2021,0.48,49,348,1,,1
44063339,"Arc The.Hotel, The.Deluxe King",266565827,Arc,,"West End, Foggy Bottom, GWU",38.89911,-77.05352,Private room,145,1,2,8/29/2020,0.15,7,33,0,,3.5
44063379,"Arc The.Hotel, The.View Queen",266565827,Arc,,"West End, Foggy Bottom, GWU",38.89969,-77.05398,Private room,155,1,8,8/27/2021,0.56,7,70,5,,4.63
44063409,"Arc The.Hotel, The.View King",266565827,Arc,,"West End, Foggy Bottom, GWU",38.90111,-77.05281,Private room,155,1,10,8/8/2021,0.71,7,22,6,,4.6
44063470,"Arc The.Hotel, The.Foggy Bottom Jr. Ste",266565827,Arc,,"West End, Foggy Bottom, GWU",38.90101,-77.05384,Private room,195,1,3,2/14/2021,0.21,7,23,1,,4.67
44065493,"Studio Apartment, right off U Street Corridor",65063719,Shalin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91869,-77.03153,Entire home/apt,85,3,4,8/30/2020,0.29,1,0,0,,5
44071868,Lamont house,1131910,Adam,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93222,-77.02173,Entire home/apt,134,3,2,7/27/2020,0.14,2,0,0,,3
44088653,Sky Suite: Private Attic Loft,106426179,Deb,,"Takoma, Brightwood, Manor Park",38.96783,-77.02692,Private room,46,60,0,,,8,175,0,,
44119414,"Welcoming space in DC, close to all amenities!",157271223,Megan (MJ),,"Congress Heights, Bellevue, Washington Highlands",38.82632,-77.01115,Entire home/apt,70,2,48,9/6/2021,3.83,1,280,46,,4.69
44119683,Luxury queen size bed bedroom and private bathroom,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.89552,-77.00137,Private room,89,1,18,9/16/2021,3.38,3,330,17,,4.89
44119904,Luxury two full beds bedroom and private bathroom4,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.8975,-77.00259,Private room,99,1,25,9/14/2021,23.44,3,334,22,,4.96
44120058,Luxury two queen beds bedroom and private bathroom,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.896,-77.00292,Private room,119,1,18,9/6/2021,15.43,3,344,18,,4.89
44120917,Entire Apt - Sweet pad in Georgetown/Dupont,4311415,W Seth,,"Georgetown, Burleith/Hillandale",38.9099,-77.05491,Entire home/apt,110,2,3,6/16/2021,0.62,1,328,3,,4
44132992,"1MaisonMarrakech(English,French Arabic)FreeParking",32933082,Gary & Asma,,"Douglas, Shipley Terrace",38.84521,-76.97528,Entire home/apt,325,3,14,8/29/2021,0.97,3,350,7,,4.71
44138643,Sunny Room in Petworth Row House,15888547,Rebecca,,"Brightwood Park, Crestwood, Petworth",38.94192,-77.02293,Private room,37,7,1,8/31/2020,0.08,1,0,0,,5
44147355,"Bright Dupont Circle 1BR nr. U Street, Metro & Glen’s Mkt, by Blueground",107434423,Blueground,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9158,-77.04389,Entire home/apt,126,30,0,,,133,274,0,,
44151964,Private Residence/Studio Space above Store Front,5739061,Mitch,,"Union Station, Stanton Park, Kingman Park",38.89925,-76.9897,Private room,500,1,0,,,1,89,0,,
44153997,1 Bedroom King Suite w/ Sofabed,354281383,Elijah,,"West End, Foggy Bottom, GWU",38.90602,-77.05048,Private room,575,2,0,,,1,179,0,,
44154745,Unique light-filled loft in a townhouse,367009,Preya,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91517,-77.01238,Entire home/apt,105,14,3,10/29/2020,0.23,1,0,1,,5
44167673,Charming Glover Park House,119715979,Dana,,"Cathedral Heights, McLean Gardens, Glover Park",38.92006,-77.07607,Entire home/apt,190,3,19,8/27/2021,1.35,1,92,14,,4.11
44195106,Immaculate & Charming Home in DC,121586574,Realistic Investors,,"Brookland, Brentwood, Langdon",38.92718,-76.97882,Entire home/apt,307,3,44,8/29/2021,8.05,2,151,42,,4.89
44195935,Cozy DC apartment,356027852,Meti,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90698,-76.93635,Entire home/apt,89,2,8,6/16/2021,0.56,1,0,6,,5
44206370,"❤️ of Cap Hill, Historic, Self Check-In, Fast Wi-Fi",3404490,Vanessa And Gary,,"Capitol Hill, Lincoln Park",38.891,-76.99004,Entire home/apt,145,1,69,9/7/2021,5.01,1,154,62,,4.93
44207610,Sojourn on 5th Unit 203,39930655,Team,,"Capitol Hill, Lincoln Park",38.88283,-76.99874,Entire home/apt,121,30,0,,,147,351,0,,
44207611,Sojourn on 5th Unit #303,39930655,Team,,"Capitol Hill, Lincoln Park",38.88261,-77.00015,Entire home/apt,95,30,1,1/2/2021,0.12,147,279,1,,5
44207617,Sojourn on 5th Unit 304,39930655,Team,,"Capitol Hill, Lincoln Park",38.88281,-76.99891,Entire home/apt,226,30,1,5/22/2021,0.25,147,296,1,,5
44211888,Art filled Furnished Capitol Hill  Row House,4642626,Amy,,"Capitol Hill, Lincoln Park",38.88127,-77.00091,Entire home/apt,160,30,2,8/30/2020,0.15,3,328,0,,5
44223406,Cozy Furnished Room in Large Capitol Hill Home,294545484,June,,"Union Station, Stanton Park, Kingman Park",38.89519,-76.98817,Private room,47,30,0,,,49,364,0,,
44227563,Warm and elegant rowhome apartment,327961885,Ifeanyi,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91577,-77.00801,Entire home/apt,157,5,6,8/25/2021,0.47,1,333,5,,4.83
44248232,Charming 1br/1ba - Downtown DC | Parking Included|,196595812,Patrick,,"Shaw, Logan Circle",38.90571,-77.02572,Entire home/apt,115,4,4,6/12/2021,2.73,3,0,4,,4.75
44254710,"Cool Space, Cool People",4907279,Nicholas,,"Brookland, Brentwood, Langdon",38.92061,-76.98664,Private room,45,3,2,7/3/2021,0.47,1,161,2,,5
44270919,Dupont 1BR apartment - super local/close to metro,17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04636,Entire home/apt,145,3,2,4/18/2021,0.29,49,0,2,,5
44272586,Spacious Newly Renovated 5-Star DC Experience,67517380,Jake,,"Mayfair, Hillbrook, Mahaning Heights",38.8982,-76.94174,Entire home/apt,250,2,24,6/27/2021,1.72,3,0,19,,4.92
44273743,Furnished Room in Capitol Hill for Flexible Terms,294545484,June,,"Union Station, Stanton Park, Kingman Park",38.89404,-76.99642,Private room,66,30,0,,,49,353,0,,
44278817,Brookland Prívate Suite: 3 blks to Redline Metro,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93219,-76.98728,Private room,39,150,1,8/23/2020,0.08,3,0,0,,5
44280292,"Lux 1 BR , Private Terrace , 24/7 Onsite Team",176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.90081,-77.04077,Private room,660,1,0,,,8,101,0,,
44280306,"Lux 1 BR , Private Terrace , 24/7 Onsite Team",176970521,AKA White House,,"West End, Foggy Bottom, GWU",38.89923,-77.041,Private room,660,1,0,,,8,103,0,,
44280313,"Lux 2 BR PH, Private Terrace, 24/7 Onsite Team",176970521,AKA White House,,"West End, Foggy Bottom, GWU",38.8989,-77.04144,Private room,736,1,0,,,8,99,0,,
44280326,"Lux 2 BR PH, Private Terrace, 24/7 Onsite Team",176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.90102,-77.03997,Private room,755,1,0,,,8,101,0,,
44323753,Weekend at Burnies 2,346665630,Akande,,"Capitol View, Marshall Heights, Benning Heights",38.87789,-76.93791,Entire home/apt,265,1,27,6/27/2021,4.88,1,0,21,,4.89
44340698,City Retreat 1 - Bedroom w/ private bath,80960553,Chidiomimi,,"Capitol View, Marshall Heights, Benning Heights",38.88613,-76.92623,Private room,60,2,2,7/17/2021,0.16,4,90,1,,5
44358208,Cozy City Retreat Room 3,80960553,Chidiomimi,,"Capitol View, Marshall Heights, Benning Heights",38.88744,-76.92576,Private room,55,1,1,7/5/2021,0.4,4,88,1,,5
44377518,Relaxing Oasis on The Hill,157842683,Katy & Emily,,"Capitol Hill, Lincoln Park",38.88863,-76.98208,Entire home/apt,102,2,4,1/28/2021,0.29,1,133,2,,4.5
44378548,East of the River Oasis,26443686,Evan,,"Sheridan, Barry Farm, Buena Vista",38.86188,-76.99022,Entire home/apt,352,2,5,8/23/2021,2,1,167,5,,5
44378904,Upscale Penthouse w Rooftop Patio/Stunning Views,46582948,Huxley,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90506,-76.98267,Entire home/apt,257,3,19,8/29/2021,2.73,21,254,19,,4.79
44380863,Columbia heights basement,64827706,Alper,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92824,-77.02658,Entire home/apt,88,30,0,,,2,229,0,,
44389677,Modern Fully Renovated Basement Apt FAST WiFi!,4431837,Phillip,,Historic Anacostia,38.86299,-76.98801,Entire home/apt,75,1,2,1/17/2021,0.21,1,0,2,,5
44404577,"Stay in b/w Dupont, Logan Cir, U St, CoHi, & AdMo!",2401817,Mariam,,"Dupont Circle, Connecticut Avenue/K Street",38.91596,-77.0375,Private room,86,3,5,9/5/2021,0.4,2,337,4,,5
44405864,"Charming rowhouse near H-St., NoMA & Ivy City",110722382,Lee,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9073,-76.98816,Entire home/apt,200,2,20,9/5/2021,2.82,2,0,20,,4.8
44406768,Hidden Gem 2BR w/ Patio Garden + Private Entrance,12928262,Mows,,"Dupont Circle, Connecticut Avenue/K Street",38.91341,-77.04615,Entire home/apt,166,30,6,6/8/2021,0.72,5,181,6,,4.83
44410205,Quiet room in a group house 5mn walk to metro,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92869,-77.03836,Private room,40,1,23,7/5/2021,1.84,6,40,20,,4.61
44410630,Very large room in Mt Pleasant.5 mn walk to metro,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92958,-77.03745,Private room,40,1,8,8/28/2021,8,6,29,8,,4.25
44426051,Cozy Room w/Private Bath for Rent in Capitol Hill,294545484,June,,"Capitol Hill, Lincoln Park",38.88375,-76.99359,Private room,57,30,0,,,49,319,0,,
44432775,Garden of Eden 4,351682498,Katherine,,"Eastland Gardens, Kenilworth",38.90691,-76.94512,Private room,50,6,0,,,1,363,0,,
44433099,Private Room Columbia Heights,5239054,Nick,,"Brightwood Park, Crestwood, Petworth",38.93912,-77.03322,Private room,169,1,2,7/1/2021,0.15,1,365,1,,4
44433757,Capital Cutie,36803807,Damon,,"Capitol Hill, Lincoln Park",38.89109,-77.00218,Entire home/apt,99,7,10,8/12/2021,0.88,1,0,10,,4.8
44433902,Garden of Eden 3,6165522,Jordan,,"Eastland Gardens, Kenilworth",38.90734,-76.94517,Private room,40,7,5,7/23/2021,0.38,4,290,4,,4.2
44446496,City Retreat 5 - BR w/ private bath,80960553,Chidiomimi,,"Capitol View, Marshall Heights, Benning Heights",38.88638,-76.92595,Private room,65,1,0,,,4,88,0,,
44449809,"Shaw Sanctuary-Light, spacious townhome + Peloton",36901855,Erik,,"Shaw, Logan Circle",38.91112,-77.02049,Entire home/apt,250,2,18,5/2/2021,1.41,1,0,13,,4.94
44450882,One-Bedroom Apt. in the heart of Logan Circle/Shaw,30213048,César,,"Shaw, Logan Circle",38.90652,-77.02697,Entire home/apt,71,14,1,9/9/2020,0.08,1,0,0,,1
44465992,BLACK SWAN | 14th & R | Executive 2-bedroom,127034950,Black Swan,,"Shaw, Logan Circle",38.91355,-77.03177,Entire home/apt,145,2,18,8/28/2021,1.36,8,254,15,,4.56
44470980,Cozy City Retreat Room 4,80960553,Chidiomimi,,"Capitol View, Marshall Heights, Benning Heights",38.88591,-76.92559,Private room,55,1,0,,,4,88,0,,
44483573,Private great size Room,44949993,Mike,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92675,-77.02243,Private room,51,2,1,8/30/2020,0.08,11,358,0,,5
44485729,PRO CLEANED! The Chic Carriage house in Shaw! Sleeps 2,46630199,Home Sweet City,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91552,-77.02571,Entire home/apt,106,1,26,8/29/2021,2.48,64,172,25,,4.85
44506423,Spacious One bedroom Apartment,227205021,Vanessa,,"Mayfair, Hillbrook, Mahaning Heights",38.89646,-76.94102,Entire home/apt,90,3,1,1/3/2021,0.12,1,166,1,,5
